,timestamp,team,best_time_1_1,best_co2_1_1,best_time_1_2,best_co2_1_2,best_time_2_2,best_co2_2_2,last_time,last_co2,weighted_co2,weighted_time
0,2021-03-11 11:57:56,hamada,15.282301304502818,3.8337119817315695,14,3,1000,1000,14.880137985999804,3.800524623271928,3.2501135945194704,14.384690391350844
1,2021-03-11 11:58:49,diaa,15.282301304502818,3.8337119817315695,1000,1000,69,12,69.65134843980535,12.884332394540339,356.5750567972597,386.7923451956754
